,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
95458,US,United States,Idaho,,2020-03-22,-22.0,1.0,140.0,-11.0,-27.0,5.0
95459,US,United States,Idaho,,2020-03-23,-24.0,1.0,46.0,-20.0,-30.0,9.0
95460,US,United States,Idaho,,2020-03-24,-26.0,0.0,40.0,-14.0,-36.0,13.0
95461,US,United States,Idaho,,2020-03-25,-27.0,7.0,10.0,-19.0,-38.0,14.0
95462,US,United States,Idaho,,2020-03-26,-40.0,-10.0,24.0,-26.0,-44.0,17.0
95463,US,United States,Idaho,,2020-03-27,-43.0,-14.0,11.0,-33.0,-43.0,18.0
95464,US,United States,Idaho,,2020-03-28,-47.0,-17.0,13.0,-29.0,-31.0,12.0
95465,US,United States,Idaho,,2020-03-29,-42.0,-18.0,25.0,-34.0,-38.0,10.0
95466,US,United States,Idaho,,2020-03-30,-38.0,-14.0,11.0,-31.0,-40.0,14.0
95467,US,United States,Idaho,,2020-03-31,-38.0,-12.0,-2.0,-28.0,-45.0,18.0
95468,US,United States,Idaho,,2020-04-01,-35.0,-8.0,13.0,-28.0,-45.0,17.0
95469,US,United States,Idaho,,2020-04-02,-38.0,-10.0,29.0,-31.0,-46.0,18.0
95470,US,United States,Idaho,,2020-04-03,-39.0,-9.0,20.0,-33.0,-45.0,18.0
95471,US,United States,Idaho,,2020-04-04,-46.0,-13.0,24.0,-30.0,-34.0,12.0
95472,US,United States,Idaho,,2020-04-05,-40.0,-14.0,30.0,-36.0,-39.0,10.0
95473,US,United States,Idaho,,2020-04-06,-34.0,-9.0,48.0,-31.0,-41.0,13.0
95474,US,United States,Idaho,,2020-04-07,-33.0,-6.0,89.0,-25.0,-46.0,16.0
95475,US,United States,Idaho,,2020-04-08,-32.0,-6.0,92.0,-25.0,-46.0,15.0
95476,US,United States,Idaho,,2020-04-09,-32.0,-4.0,110.0,-29.0,-46.0,16.0
95477,US,United States,Idaho,,2020-04-10,-35.0,-3.0,86.0,-30.0,-46.0,16.0
95478,US,United States,Idaho,,2020-04-11,-40.0,0.0,12.0,-35.0,-34.0,11.0
97450,US,United States,Illinois,,2020-02-15,4.0,3.0,10.0,3.0,3.0,-1.0
97451,US,United States,Illinois,,2020-02-16,8.0,2.0,29.0,3.0,2.0,-1.0
97452,US,United States,Illinois,,2020-02-17,2.0,-3.0,-14.0,-13.0,-23.0,6.0
97453,US,United States,Illinois,,2020-02-18,1.0,-1.0,5.0,2.0,1.0,0.0
97454,US,United States,Illinois,,2020-02-19,1.0,-1.0,3.0,2.0,1.0,0.0
97455,US,United States,Illinois,,2020-02-20,0.0,0.0,0.0,0.0,2.0,0.0
97456,US,United States,Illinois,,2020-02-21,2.0,0.0,5.0,5.0,2.0,-1.0
97457,US,United States,Illinois,,2020-02-22,11.0,9.0,57.0,10.0,7.0,-2.0
97458,US,United States,Illinois,,2020-02-23,11.0,9.0,104.0,7.0,4.0,-2.0
97459,US,United States,Illinois,,2020-02-24,1.0,6.0,-2.0,0.0,2.0,0.0
97460,US,United States,Illinois,,2020-02-25,-1.0,-1.0,-3.0,-3.0,1.0,1.0
97461,US,United States,Illinois,,2020-02-26,0.0,-1.0,-3.0,-1.0,-1.0,1.0
97462,US,United States,Illinois,,2020-02-27,6.0,4.0,4.0,2.0,2.0,0.0
97463,US,United States,Illinois,,2020-02-28,6.0,4.0,5.0,7.0,0.0,-1.0
97464,US,United States,Illinois,,2020-02-29,14.0,11.0,26.0,10.0,6.0,-3.0
97465,US,United States,Illinois,,2020-03-01,17.0,15.0,118.0,12.0,4.0,-3.0
97466,US,United States,Illinois,,2020-03-02,8.0,8.0,20.0,0.0,-1.0,0.0
97467,US,United States,Illinois,,2020-03-03,10.0,10.0,21.0,2.0,2.0,-1.0
97468,US,United States,Illinois,,2020-03-04,9.0,10.0,28.0,4.0,2.0,-1.0
97469,US,United States,Illinois,,2020-03-05,7.0,8.0,21.0,2.0,3.0,-1.0
97470,US,United States,Illinois,,2020-03-06,6.0,5.0,17.0,4.0,2.0,-1.0
97471,US,United States,Illinois,,2020-03-07,14.0,14.0,75.0,13.0,7.0,-3.0
97472,US,United States,Illinois,,2020-03-08,15.0,14.0,165.0,10.0,3.0,-2.0
97473,US,United States,Illinois,,2020-03-09,-1.0,3.0,-5.0,-5.0,0.0,1.0
97474,US,United States,Illinois,,2020-03-10,7.0,10.0,20.0,-2.0,0.0,0.0
97475,US,United States,Illinois,,2020-03-11,6.0,13.0,15.0,-2.0,-1.0,0.0
97476,US,United States,Illinois,,2020-03-12,7.0,32.0,19.0,-5.0,-1.0,1.0
97477,US,United States,Illinois,,2020-03-13,5.0,43.0,19.0,-6.0,-4.0,1.0
97478,US,United States,Illinois,,2020-03-14,-7.0,31.0,-13.0,-8.0,0.0,3.0
97479,US,United States,Illinois,,2020-03-15,-8.0,25.0,25.0,-13.0,-5.0,3.0
97480,US,United States,Illinois,,2020-03-16,-10.0,30.0,-19.0,-27.0,-19.0,8.0
97481,US,United States,Illinois,,2020-03-17,-23.0,17.0,44.0,-30.0,-31.0,12.0
97482,US,United States,Illinois,,2020-03-18,-34.0,8.0,-34.0,-39.0,-35.0,16.0
97483,US,United States,Illinois,,2020-03-19,-34.0,16.0,-31.0,-43.0,-37.0,17.0
97484,US,United States,Illinois,,2020-03-20,-33.0,26.0,-28.0,-41.0,-38.0,17.0
97485,US,United States,Illinois,,2020-03-21,-46.0,3.0,-22.0,-39.0,-25.0,13.0
97486,US,United States,Illinois,,2020-03-22,-63.0,-34.0,-39.0,-54.0,-38.0,14.0
97487,US,United States,Illinois,,2020-03-23,-50.0,-21.0,-29.0,-55.0,-50.0,21.0
97488,US,United States,Illinois,,2020-03-24,-47.0,-17.0,-11.0,-53.0,-50.0,22.0
97489,US,United States,Illinois,,2020-03-25,-43.0,-13.0,29.0,-50.0,-50.0,21.0
97490,US,United States,Illinois,,2020-03-26,-47.0,-15.0,-28.0,-55.0,-50.0,22.0
97491,US,United States,Illinois,,2020-03-27,-48.0,-14.0,-27.0,-53.0,-50.0,23.0
97492,US,United States,Illinois,,2020-03-28,-53.0,-17.0,-35.0,-50.0,-35.0,15.0
97493,US,United States,Illinois,,2020-03-29,-53.0,-24.0,-29.0,-55.0,-39.0,13.0
97494,US,United States,Illinois,,2020-03-30,-43.0,-15.0,-5.0,-54.0,-50.0,20.0
97495,US,United States,Illinois,,2020-03-31,-44.0,-15.0,-30.0,-54.0,-52.0,22.0
97496,US,United States,Illinois,,2020-04-01,-41.0,-7.0,4.0,-50.0,-52.0,21.0
97497,US,United States,Illinois,,2020-04-02,-42.0,-8.0,15.0,-52.0,-52.0,22.0
97498,US,United States,Illinois,,2020-04-03,-43.0,-7.0,13.0,-49.0,-51.0,22.0
97499,US,United States,Illinois,,2020-04-04,-51.0,-10.0,-23.0,-49.0,-36.0,15.0
97500,US,United States,Illinois,,2020-04-05,-50.0,-16.0,24.0,-52.0,-39.0,12.0
97501,US,United States,Illinois,,2020-04-06,-44.0,-14.0,-4.0,-54.0,-52.0,20.0
97502,US,United States,Illinois,,2020-04-07,-41.0,-10.0,35.0,-50.0,-53.0,21.0
97503,US,United States,Illinois,,2020-04-08,-44.0,-13.0,-5.0,-53.0,-53.0,22.0
97504,US,United States,Illinois,,2020-04-09,-44.0,-8.0,-26.0,-55.0,-53.0,23.0
97505,US,United States,Illinois,,2020-04-10,-44.0,-3.0,-5.0,-53.0,-58.0,24.0
97506,US,United States,Illinois,,2020-04-11,-46.0,-1.0,10.0,-46.0,-38.0,14.0
102735,US,United States,Indiana,,2020-02-15,9.0,4.0,16.0,7.0,0.0,-1.0
102736,US,United States,Indiana,,2020-02-16,8.0,3.0,34.0,5.0,1.0,-1.0
102737,US,United States,Indiana,,2020-02-17,5.0,-3.0,-4.0,2.0,-13.0,4.0
102738,US,United States,Indiana,,2020-02-18,1.0,-1.0,3.0,4.0,2.0,0.0
102739,US,United States,Indiana,,2020-02-19,4.0,0.0,9.0,5.0,2.0,0.0
102740,US,United States,Indiana,,2020-02-20,3.0,-1.0,1.0,5.0,1.0,0.0
102741,US,United States,Indiana,,2020-02-21,4.0,-2.0,12.0,6.0,2.0,-1.0
102742,US,United States,Indiana,,2020-02-22,13.0,7.0,69.0,12.0,4.0,-2.0
102743,US,United States,Indiana,,2020-02-23,9.0,6.0,83.0,8.0,3.0,-1.0
102744,US,United States,Indiana,,2020-02-24,1.0,-2.0,-8.0,1.0,2.0,1.0
102745,US,United States,Indiana,,2020-02-25,2.0,2.0,-4.0,3.0,2.0,0.0
102746,US,United States,Indiana,,2020-02-26,1.0,-3.0,-7.0,2.0,-1.0,2.0
102747,US,United States,Indiana,,2020-02-27,7.0,3.0,0.0,6.0,-1.0,1.0
102748,US,United States,Indiana,,2020-02-28,8.0,2.0,8.0,9.0,1.0,-1.0
102749,US,United States,Indiana,,2020-02-29,18.0,11.0,27.0,16.0,2.0,-3.0
102750,US,United States,Indiana,,2020-03-01,18.0,12.0,88.0,14.0,4.0,-2.0
102751,US,United States,Indiana,,2020-03-02,9.0,4.0,7.0,5.0,2.0,0.0
102752,US,United States,Indiana,,2020-03-03,14.0,11.0,35.0,9.0,2.0,-1.0
102753,US,United States,Indiana,,2020-03-04,14.0,7.0,42.0,8.0,2.0,-1.0
102754,US,United States,Indiana,,2020-03-05,12.0,9.0,43.0,8.0,2.0,-1.0
102755,US,United States,Indiana,,2020-03-06,5.0,0.0,10.0,8.0,1.0,0.0
102756,US,United States,Indiana,,2020-03-07,18.0,13.0,85.0,19.0,5.0,-3.0
102757,US,United States,Indiana,,2020-03-08,15.0,12.0,161.0,17.0,3.0,-2.0
102758,US,United States,Indiana,,2020-03-09,7.0,6.0,24.0,5.0,1.0,0.0
102759,US,United States,Indiana,,2020-03-10,6.0,6.0,15.0,5.0,0.0,0.0
102760,US,United States,Indiana,,2020-03-11,8.0,9.0,22.0,6.0,0.0,0.0
102761,US,United States,Indiana,,2020-03-12,7.0,23.0,32.0,5.0,-1.0,1.0
102762,US,United States,Indiana,,2020-03-13,5.0,27.0,37.0,5.0,-4.0,1.0
102763,US,United States,Indiana,,2020-03-14,-7.0,15.0,1.0,1.0,-1.0,3.0
102764,US,United States,Indiana,,2020-03-15,-7.0,12.0,37.0,0.0,-5.0,2.0
102765,US,United States,Indiana,,2020-03-16,-5.0,26.0,4.0,-3.0,-14.0,6.0
102766,US,United States,Indiana,,2020-03-17,-21.0,16.0,52.0,-3.0,-21.0,8.0
102767,US,United States,Indiana,,2020-03-18,-27.0,7.0,-10.0,-9.0,-25.0,12.0
102768,US,United States,Indiana,,2020-03-19,-28.0,15.0,-4.0,-13.0,-27.0,13.0
102769,US,United States,Indiana,,2020-03-20,-30.0,9.0,19.0,-15.0,-30.0,14.0
102770,US,United States,Indiana,,2020-03-21,-39.0,3.0,10.0,-13.0,-22.0,10.0
102771,US,United States,Indiana,,2020-03-22,-46.0,-15.0,-5.0,-26.0,-29.0,9.0
102772,US,United States,Indiana,,2020-03-23,-30.0,3.0,6.0,-21.0,-35.0,14.0
102773,US,United States,Indiana,,2020-03-24,-34.0,-2.0,11.0,-19.0,-39.0,16.0
102774,US,United States,Indiana,,2020-03-25,-45.0,-20.0,61.0,-23.0,-45.0,19.0
102775,US,United States,Indiana,,2020-03-26,-43.0,-18.0,38.0,-27.0,-46.0,20.0
102776,US,United States,Indiana,,2020-03-27,-45.0,-20.0,14.0,-32.0,-46.0,22.0
102777,US,United States,Indiana,,2020-03-28,-49.0,-21.0,29.0,-31.0,-35.0,13.0
102778,US,United States,Indiana,,2020-03-29,-48.0,-25.0,24.0,-34.0,-36.0,11.0
102779,US,United States,Indiana,,2020-03-30,-38.0,-17.0,25.0,-27.0,-45.0,18.0
102780,US,United States,Indiana,,2020-03-31,-41.0,-17.0,0.0,-25.0,-47.0,19.0
102781,US,United States,Indiana,,2020-04-01,-37.0,-12.0,24.0,-24.0,-48.0,19.0
102782,US,United States,Indiana,,2020-04-02,-36.0,-9.0,80.0,-26.0,-48.0,19.0
102783,US,United States,Indiana,,2020-04-03,-36.0,-9.0,89.0,-27.0,-48.0,20.0
102784,US,United States,Indiana,,2020-04-04,-45.0,-13.0,41.0,-31.0,-36.0,13.0
102785,US,United States,Indiana,,2020-04-05,-45.0,-17.0,54.0,-35.0,-37.0,10.0
102786,US,United States,Indiana,,2020-04-06,-36.0,-13.0,59.0,-27.0,-47.0,18.0
102787,US,United States,Indiana,,2020-04-07,-35.0,-9.0,88.0,-22.0,-48.0,18.0
102788,US,United States,Indiana,,2020-04-08,-35.0,-11.0,77.0,-24.0,-48.0,18.0
102789,US,United States,Indiana,,2020-04-09,-37.0,-9.0,11.0,-28.0,-49.0,20.0
102790,US,United States,Indiana,,2020-04-10,-39.0,-10.0,24.0,-34.0,-55.0,23.0
102791,US,United States,Indiana,,2020-04-11,-40.0,-2.0,70.0,-29.0,-36.0,12.0
107945,US,United States,Iowa,,2020-02-15,8.0,13.0,24.0,0.0,3.0,-1.0
107946,US,United States,Iowa,,2020-02-16,10.0,18.0,16.0,-4.0,2.0,-1.0
107947,US,United States,Iowa,,2020-02-17,-2.0,5.0,-8.0,-7.0,-8.0,4.0
107948,US,United States,Iowa,,2020-02-18,-3.0,6.0,5.0,-1.0,1.0,0.0
107949,US,United States,Iowa,,2020-02-19,-3.0,6.0,-2.0,0.0,3.0,0.0
107950,US,United States,Iowa,,2020-02-20,-1.0,5.0,0.0,-2.0,1.0,1.0
107951,US,United States,Iowa,,2020-02-21,9.0,6.0,13.0,4.0,3.0,-3.0
107952,US,United States,Iowa,,2020-02-22,10.0,14.0,51.0,3.0,5.0,-2.0
107953,US,United States,Iowa,,2020-02-23,14.0,22.0,83.0,3.0,5.0,-2.0
107954,US,United States,Iowa,,2020-02-24,1.0,11.0,8.0,-3.0,4.0,0.0
107955,US,United States,Iowa,,2020-02-25,-2.0,3.0,7.0,-4.0,1.0,1.0
107956,US,United States,Iowa,,2020-02-26,7.0,10.0,6.0,5.0,4.0,-1.0
107957,US,United States,Iowa,,2020-02-27,5.0,3.0,13.0,0.0,2.0,0.0
107958,US,United States,Iowa,,2020-02-28,11.0,11.0,15.0,6.0,5.0,-3.0
107959,US,United States,Iowa,,2020-02-29,14.0,18.0,48.0,9.0,4.0,-3.0
107960,US,United States,Iowa,,2020-03-01,20.0,29.0,110.0,7.0,5.0,-3.0
107961,US,United States,Iowa,,2020-03-02,6.0,13.0,19.0,-3.0,4.0,0.0
107962,US,United States,Iowa,,2020-03-03,8.0,15.0,36.0,-1.0,2.0,-1.0
107963,US,United States,Iowa,,2020-03-04,9.0,17.0,52.0,5.0,4.0,-1.0
107964,US,United States,Iowa,,2020-03-05,3.0,6.0,12.0,3.0,3.0,0.0
107965,US,United States,Iowa,,2020-03-06,13.0,15.0,47.0,14.0,6.0,-4.0
107966,US,United States,Iowa,,2020-03-07,13.0,22.0,83.0,18.0,6.0,-3.0
107967,US,United States,Iowa,,2020-03-08,18.0,28.0,140.0,17.0,5.0,-3.0
107968,US,United States,Iowa,,2020-03-09,-1.0,10.0,-5.0,0.0,3.0,1.0
107969,US,United States,Iowa,,2020-03-10,5.0,16.0,36.0,6.0,1.0,0.0
107970,US,United States,Iowa,,2020-03-11,8.0,22.0,50.0,9.0,4.0,-1.0
107971,US,United States,Iowa,,2020-03-12,5.0,22.0,31.0,5.0,0.0,0.0
107972,US,United States,Iowa,,2020-03-13,10.0,33.0,39.0,11.0,0.0,-2.0
107973,US,United States,Iowa,,2020-03-14,-7.0,18.0,-16.0,-1.0,1.0,3.0
107974,US,United States,Iowa,,2020-03-15,0.0,30.0,18.0,1.0,-2.0,1.0
107975,US,United States,Iowa,,2020-03-16,-3.0,48.0,15.0,-5.0,-15.0,5.0
107976,US,United States,Iowa,,2020-03-17,-21.0,34.0,65.0,-2.0,-23.0,8.0
107977,US,United States,Iowa,,2020-03-18,-32.0,17.0,1.0,-4.0,-26.0,12.0
107978,US,United States,Iowa,,2020-03-19,-37.0,4.0,-7.0,-15.0,-29.0,15.0
107979,US,United States,Iowa,,2020-03-20,-35.0,10.0,-5.0,-16.0,-29.0,13.0
107980,US,United States,Iowa,,2020-03-21,-44.0,6.0,22.0,-14.0,-17.0,10.0
107981,US,United States,Iowa,,2020-03-22,-46.0,-7.0,-13.0,-24.0,-25.0,9.0
107982,US,United States,Iowa,,2020-03-23,-39.0,-2.0,21.0,-19.0,-32.0,15.0
107983,US,United States,Iowa,,2020-03-24,-41.0,-5.0,53.0,-17.0,-36.0,16.0
107984,US,United States,Iowa,,2020-03-25,-39.0,-3.0,48.0,-15.0,-35.0,16.0
107985,US,United States,Iowa,,2020-03-26,-40.0,-10.0,54.0,-20.0,-37.0,17.0
107986,US,United States,Iowa,,2020-03-27,-40.0,-5.0,26.0,-21.0,-35.0,16.0
107987,US,United States,Iowa,,2020-03-28,-48.0,-8.0,8.0,-27.0,-23.0,13.0
107988,US,United States,Iowa,,2020-03-29,-43.0,-10.0,41.0,-28.0,-29.0,10.0
107989,US,United States,Iowa,,2020-03-30,-34.0,-4.0,145.0,-18.0,-37.0,14.0
107990,US,United States,Iowa,,2020-03-31,-37.0,-3.0,100.0,-17.0,-40.0,16.0
107991,US,United States,Iowa,,2020-04-01,-34.0,4.0,93.0,-13.0,-39.0,15.0
107992,US,United States,Iowa,,2020-04-02,-39.0,-5.0,62.0,-22.0,-40.0,18.0
107993,US,United States,Iowa,,2020-04-03,-41.0,-2.0,-7.0,-26.0,-39.0,18.0
107994,US,United States,Iowa,,2020-04-04,-45.0,4.0,45.0,-23.0,-25.0,12.0
107995,US,United States,Iowa,,2020-04-05,-39.0,1.0,134.0,-28.0,-29.0,8.0
107996,US,United States,Iowa,,2020-04-06,-39.0,-2.0,52.0,-24.0,-39.0,16.0
107997,US,United States,Iowa,,2020-04-07,-38.0,-1.0,154.0,-18.0,-42.0,15.0
107998,US,United States,Iowa,,2020-04-08,-39.0,-1.0,59.0,-16.0,-41.0,16.0
107999,US,United States,Iowa,,2020-04-09,-42.0,-6.0,15.0,-23.0,-43.0,19.0
108000,US,United States,Iowa,,2020-04-10,-36.0,5.0,74.0,-22.0,-46.0,17.0
108001,US,United States,Iowa,,2020-04-11,-44.0,7.0,40.0,-28.0,-28.0,12.0
113109,US,United States,Kansas,,2020-02-15,4.0,0.0,9.0,2.0,2.0,0.0
113110,US,United States,Kansas,,2020-02-16,15.0,3.0,23.0,6.0,1.0,-1.0
113111,US,United States,Kansas,,2020-02-17,7.0,0.0,55.0,2.0,-15.0,3.0
113112,US,United States,Kansas,,2020-02-18,3.0,-1.0,18.0,0.0,0.0,0.0
113113,US,United States,Kansas,,2020-02-19,4.0,3.0,8.0,4.0,4.0,-1.0
113114,US,United States,Kansas,,2020-02-20,-2.0,-7.0,-3.0,-2.0,-1.0,1.0
113115,US,United States,Kansas,,2020-02-21,9.0,-4.0,22.0,4.0,7.0,-3.0
113116,US,United States,Kansas,,2020-02-22,5.0,1.0,56.0,6.0,4.0,-1.0
113117,US,United States,Kansas,,2020-02-23,13.0,2.0,19.0,1.0,2.0,0.0
113118,US,United States,Kansas,,2020-02-24,0.0,-2.0,-8.0,-4.0,5.0,0.0
113119,US,United States,Kansas,,2020-02-25,2.0,-4.0,1.0,-5.0,1.0,1.0
113120,US,United States,Kansas,,2020-02-26,12.0,7.0,12.0,5.0,4.0,-2.0
113121,US,United States,Kansas,,2020-02-27,8.0,0.0,19.0,4.0,2.0,-1.0
113122,US,United States,Kansas,,2020-02-28,17.0,3.0,62.0,15.0,8.0,-5.0
113123,US,United States,Kansas,,2020-02-29,11.0,9.0,116.0,12.0,5.0,-3.0
113124,US,United States,Kansas,,2020-03-01,24.0,13.0,90.0,17.0,4.0,-2.0
113125,US,United States,Kansas,,2020-03-02,8.0,5.0,35.0,2.0,6.0,-2.0
113126,US,United States,Kansas,,2020-03-03,14.0,9.0,80.0,9.0,3.0,-2.0
113127,US,United States,Kansas,,2020-03-04,13.0,11.0,65.0,12.0,5.0,-3.0
113128,US,United States,Kansas,,2020-03-05,9.0,4.0,53.0,9.0,2.0,-1.0
113129,US,United States,Kansas,,2020-03-06,15.0,3.0,87.0,16.0,7.0,-5.0
113130,US,United States,Kansas,,2020-03-07,10.0,7.0,101.0,18.0,6.0,-3.0
113131,US,United States,Kansas,,2020-03-08,19.0,9.0,47.0,18.0,2.0,-1.0
113132,US,United States,Kansas,,2020-03-09,2.0,2.0,-8.0,0.0,0.0,1.0
113133,US,United States,Kansas,,2020-03-10,9.0,6.0,50.0,5.0,-2.0,0.0
113134,US,United States,Kansas,,2020-03-11,15.0,15.0,112.0,16.0,-1.0,-2.0
113135,US,United States,Kansas,,2020-03-12,10.0,22.0,65.0,11.0,-4.0,0.0
113136,US,United States,Kansas,,2020-03-13,8.0,26.0,22.0,11.0,-6.0,0.0
113137,US,United States,Kansas,,2020-03-14,-11.0,16.0,-19.0,3.0,-1.0,3.0
113138,US,United States,Kansas,,2020-03-15,-6.0,10.0,-28.0,5.0,-6.0,3.0
113139,US,United States,Kansas,,2020-03-16,-7.0,21.0,-6.0,-3.0,-18.0,7.0
113140,US,United States,Kansas,,2020-03-17,-13.0,22.0,26.0,-3.0,-24.0,9.0
113141,US,United States,Kansas,,2020-03-18,-16.0,24.0,62.0,0.0,-26.0,9.0
113142,US,United States,Kansas,,2020-03-19,-23.0,14.0,94.0,-8.0,-30.0,12.0
113143,US,United States,Kansas,,2020-03-20,-24.0,15.0,20.0,-9.0,-27.0,11.0
113144,US,United States,Kansas,,2020-03-21,-38.0,6.0,35.0,-9.0,-15.0,9.0
113145,US,United States,Kansas,,2020-03-22,-35.0,0.0,-33.0,-17.0,-24.0,9.0
113146,US,United States,Kansas,,2020-03-23,-28.0,4.0,30.0,-16.0,-31.0,13.0
113147,US,United States,Kansas,,2020-03-24,-36.0,-7.0,46.0,-16.0,-38.0,17.0
113148,US,United States,Kansas,,2020-03-25,-34.0,-4.0,117.0,-12.0,-39.0,15.0
113149,US,United States,Kansas,,2020-03-26,-40.0,-14.0,81.0,-19.0,-42.0,18.0
113150,US,United States,Kansas,,2020-03-27,-37.0,-13.0,62.0,-21.0,-38.0,15.0
113151,US,United States,Kansas,,2020-03-28,-45.0,-12.0,50.0,-26.0,-25.0,12.0
113152,US,United States,Kansas,,2020-03-29,-36.0,-14.0,72.0,-20.0,-30.0,9.0
113153,US,United States,Kansas,,2020-03-30,-41.0,-19.0,42.0,-26.0,-42.0,17.0
113154,US,United States,Kansas,,2020-03-31,-35.0,-12.0,84.0,-20.0,-45.0,17.0
113155,US,United States,Kansas,,2020-04-01,-33.0,-5.0,84.0,-18.0,-44.0,16.0
113156,US,United States,Kansas,,2020-04-02,-41.0,-12.0,38.0,-24.0,-46.0,19.0
113157,US,United States,Kansas,,2020-04-03,-42.0,-14.0,-15.0,-28.0,-43.0,19.0
113158,US,United States,Kansas,,2020-04-04,-50.0,-13.0,5.0,-30.0,-30.0,14.0
113159,US,United States,Kansas,,2020-04-05,-43.0,-18.0,25.0,-30.0,-34.0,10.0
113160,US,United States,Kansas,,2020-04-06,-40.0,-14.0,52.0,-26.0,-44.0,17.0
113161,US,United States,Kansas,,2020-04-07,-35.0,-12.0,126.0,-20.0,-46.0,17.0
113162,US,United States,Kansas,,2020-04-08,-33.0,-6.0,108.0,-17.0,-46.0,16.0
113163,US,United States,Kansas,,2020-04-09,-38.0,-11.0,57.0,-24.0,-47.0,19.0
113164,US,United States,Kansas,,2020-04-10,-33.0,-9.0,74.0,-23.0,-47.0,17.0
113165,US,United States,Kansas,,2020-04-11,-41.0,-3.0,97.0,-23.0,-31.0,11.0
116480,US,United States,Kentucky,,2020-02-15,8.0,4.0,37.0,9.0,1.0,-1.0
116481,US,United States,Kentucky,,2020-02-16,3.0,0.0,25.0,3.0,0.0,0.0
116482,US,United States,Kentucky,,2020-02-17,3.0,-2.0,24.0,3.0,-12.0,4.0
116483,US,United States,Kentucky,,2020-02-18,-3.0,-3.0,-7.0,0.0,2.0,1.0
116484,US,United States,Kentucky,,2020-02-19,2.0,1.0,14.0,3.0,2.0,0.0
116485,US,United States,Kentucky,,2020-02-20,0.0,-1.0,-4.0,2.0,1.0,0.0
116486,US,United States,Kentucky,,2020-02-21,2.0,2.0,12.0,3.0,2.0,0.0
116487,US,United States,Kentucky,,2020-02-22,9.0,9.0,68.0,10.0,5.0,-2.0
116488,US,United States,Kentucky,,2020-02-23,4.0,5.0,43.0,6.0,2.0,-1.0
116489,US,United States,Kentucky,,2020-02-24,-2.0,-1.0,-20.0,-3.0,2.0,2.0
116490,US,United States,Kentucky,,2020-02-25,5.0,5.0,4.0,4.0,3.0,0.0
116491,US,United States,Kentucky,,2020-02-26,9.0,7.0,-6.0,3.0,2.0,0.0
116492,US,United States,Kentucky,,2020-02-27,9.0,6.0,-2.0,2.0,-1.0,0.0
116493,US,United States,Kentucky,,2020-02-28,10.0,9.0,12.0,3.0,2.0,-1.0
116494,US,United States,Kentucky,,2020-02-29,17.0,13.0,36.0,13.0,3.0,-2.0
116495,US,United States,Kentucky,,2020-03-01,18.0,16.0,101.0,13.0,3.0,-2.0
116496,US,United States,Kentucky,,2020-03-02,8.0,6.0,-7.0,-1.0,2.0,1.0
116497,US,United States,Kentucky,,2020-03-03,16.0,16.0,35.0,6.0,3.0,-1.0
116498,US,United States,Kentucky,,2020-03-04,13.0,13.0,49.0,6.0,2.0,-1.0
116499,US,United States,Kentucky,,2020-03-05,12.0,12.0,49.0,5.0,2.0,-2.0
116500,US,United States,Kentucky,,2020-03-06,5.0,5.0,12.0,2.0,1.0,0.0
116501,US,United States,Kentucky,,2020-03-07,15.0,16.0,85.0,15.0,4.0,-2.0
116502,US,United States,Kentucky,,2020-03-08,13.0,13.0,136.0,11.0,1.0,-2.0
116503,US,United States,Kentucky,,2020-03-09,8.0,11.0,39.0,2.0,1.0,0.0
116504,US,United States,Kentucky,,2020-03-10,6.0,10.0,14.0,1.0,0.0,1.0
116505,US,United States,Kentucky,,2020-03-11,9.0,17.0,42.0,3.0,0.0,0.0
116506,US,United States,Kentucky,,2020-03-12,2.0,21.0,13.0,-1.0,-2.0,1.0
116507,US,United States,Kentucky,,2020-03-13,3.0,27.0,39.0,-1.0,-4.0,2.0
116508,US,United States,Kentucky,,2020-03-14,-8.0,16.0,-4.0,-1.0,-2.0,3.0
116509,US,United States,Kentucky,,2020-03-15,-11.0,12.0,9.0,-3.0,-8.0,3.0
116510,US,United States,Kentucky,,2020-03-16,-8.0,24.0,-1.0,-9.0,-14.0,7.0
116511,US,United States,Kentucky,,2020-03-17,-19.0,17.0,33.0,-6.0,-19.0,8.0
116512,US,United States,Kentucky,,2020-03-18,-24.0,13.0,-5.0,-11.0,-23.0,10.0
116513,US,United States,Kentucky,,2020-03-19,-28.0,12.0,2.0,-16.0,-26.0,11.0
116514,US,United States,Kentucky,,2020-03-20,-29.0,7.0,51.0,-19.0,-29.0,13.0
116515,US,United States,Kentucky,,2020-03-21,-38.0,2.0,17.0,-16.0,-22.0,9.0
116516,US,United States,Kentucky,,2020-03-22,-40.0,-9.0,17.0,-28.0,-29.0,9.0
116517,US,United States,Kentucky,,2020-03-23,-30.0,-3.0,20.0,-26.0,-34.0,14.0
116518,US,United States,Kentucky,,2020-03-24,-39.0,-11.0,1.0,-25.0,-38.0,16.0
116519,US,United States,Kentucky,,2020-03-25,-33.0,-5.0,69.0,-23.0,-40.0,15.0
116520,US,United States,Kentucky,,2020-03-26,-33.0,-6.0,84.0,-27.0,-41.0,15.0
