,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
147921,US,United States,Montana,,2020-03-13,0.0,20.0,-16.0,1.0,-3.0,2.0
147922,US,United States,Montana,,2020-03-14,-15.0,13.0,-44.0,-5.0,-6.0,4.0
147923,US,United States,Montana,,2020-03-15,-14.0,10.0,-31.0,0.0,-6.0,4.0
147924,US,United States,Montana,,2020-03-16,-2.0,29.0,10.0,2.0,-16.0,5.0
147925,US,United States,Montana,,2020-03-17,-19.0,16.0,28.0,0.0,-22.0,7.0
147926,US,United States,Montana,,2020-03-18,-27.0,5.0,10.0,-11.0,-26.0,10.0
147927,US,United States,Montana,,2020-03-19,-29.0,2.0,2.0,-14.0,-28.0,11.0
147928,US,United States,Montana,,2020-03-20,-33.0,6.0,20.0,-16.0,-29.0,12.0
147929,US,United States,Montana,,2020-03-21,-41.0,1.0,34.0,-13.0,-26.0,8.0
147930,US,United States,Montana,,2020-03-22,-39.0,-7.0,38.0,-20.0,-29.0,7.0
147931,US,United States,Montana,,2020-03-23,-32.0,-5.0,31.0,-24.0,-31.0,11.0
147932,US,United States,Montana,,2020-03-24,-35.0,-6.0,13.0,-22.0,-34.0,13.0
147933,US,United States,Montana,,2020-03-25,-37.0,-9.0,8.0,-24.0,-36.0,14.0
147934,US,United States,Montana,,2020-03-26,-33.0,2.0,21.0,-26.0,-36.0,14.0
147935,US,United States,Montana,,2020-03-27,-35.0,8.0,8.0,-29.0,-36.0,15.0
147936,US,United States,Montana,,2020-03-28,-59.0,-25.0,-2.0,-37.0,-36.0,13.0
147937,US,United States,Montana,,2020-03-29,-51.0,-25.0,28.0,-37.0,-37.0,10.0
147938,US,United States,Montana,,2020-03-30,-42.0,-19.0,19.0,-36.0,-40.0,14.0
147939,US,United States,Montana,,2020-03-31,-45.0,-18.0,-6.0,-35.0,-42.0,17.0
147940,US,United States,Montana,,2020-04-01,-47.0,-18.0,-22.0,-37.0,-44.0,18.0
147941,US,United States,Montana,,2020-04-02,-45.0,-15.0,-11.0,-39.0,-44.0,18.0
147942,US,United States,Montana,,2020-04-03,-44.0,-9.0,-9.0,-38.0,-42.0,19.0
147943,US,United States,Montana,,2020-04-04,-49.0,-13.0,7.0,-37.0,-36.0,12.0
147944,US,United States,Montana,,2020-04-05,-45.0,-17.0,23.0,-40.0,-36.0,9.0
147945,US,United States,Montana,,2020-04-06,-37.0,-11.0,27.0,-37.0,-40.0,14.0
147946,US,United States,Montana,,2020-04-07,-38.0,-11.0,39.0,-33.0,-43.0,15.0
147947,US,United States,Montana,,2020-04-08,-37.0,-9.0,56.0,-33.0,-43.0,15.0
147948,US,United States,Montana,,2020-04-09,-35.0,-6.0,78.0,-33.0,-43.0,14.0
147949,US,United States,Montana,,2020-04-10,-38.0,-3.0,44.0,-34.0,-45.0,16.0
147950,US,United States,Montana,,2020-04-11,-55.0,-11.0,-51.0,-46.0,-39.0,15.0
149585,US,United States,Nebraska,,2020-02-15,9.0,5.0,37.0,-1.0,-1.0,-1.0
149586,US,United States,Nebraska,,2020-02-16,11.0,8.0,44.0,0.0,4.0,-1.0
149587,US,United States,Nebraska,,2020-02-17,7.0,1.0,13.0,1.0,-14.0,4.0
149588,US,United States,Nebraska,,2020-02-18,5.0,2.0,24.0,6.0,2.0,0.0
149589,US,United States,Nebraska,,2020-02-19,-6.0,-3.0,-6.0,-2.0,1.0,1.0
149590,US,United States,Nebraska,,2020-02-20,1.0,-1.0,4.0,3.0,1.0,1.0
149591,US,United States,Nebraska,,2020-02-21,8.0,3.0,21.0,7.0,2.0,-1.0
149592,US,United States,Nebraska,,2020-02-22,11.0,6.0,73.0,8.0,0.0,-2.0
149593,US,United States,Nebraska,,2020-02-23,11.0,6.0,43.0,7.0,5.0,-1.0
149594,US,United States,Nebraska,,2020-02-24,4.0,6.0,24.0,4.0,3.0,0.0
149595,US,United States,Nebraska,,2020-02-25,2.0,-3.0,10.0,0.0,1.0,1.0
149596,US,United States,Nebraska,,2020-02-26,10.0,6.0,15.0,6.0,2.0,-1.0
149597,US,United States,Nebraska,,2020-02-27,6.0,2.0,14.0,7.0,2.0,0.0
149598,US,United States,Nebraska,,2020-02-28,12.0,9.0,33.0,11.0,4.0,-3.0
149599,US,United States,Nebraska,,2020-02-29,14.0,11.0,86.0,10.0,2.0,-3.0
149600,US,United States,Nebraska,,2020-03-01,17.0,13.0,56.0,9.0,6.0,-2.0
149601,US,United States,Nebraska,,2020-03-02,9.0,8.0,28.0,3.0,3.0,-1.0
149602,US,United States,Nebraska,,2020-03-03,10.0,10.0,55.0,1.0,2.0,-1.0
149603,US,United States,Nebraska,,2020-03-04,12.0,11.0,58.0,8.0,2.0,-2.0
149604,US,United States,Nebraska,,2020-03-05,8.0,6.0,23.0,8.0,1.0,-1.0
149605,US,United States,Nebraska,,2020-03-06,11.0,9.0,51.0,14.0,1.0,-2.0
149606,US,United States,Nebraska,,2020-03-07,11.0,12.0,84.0,13.0,0.0,-2.0
149607,US,United States,Nebraska,,2020-03-08,13.0,13.0,90.0,15.0,3.0,-2.0
149608,US,United States,Nebraska,,2020-03-09,2.0,5.0,-1.0,-1.0,-4.0,2.0
149609,US,United States,Nebraska,,2020-03-10,5.0,6.0,29.0,4.0,-4.0,1.0
149610,US,United States,Nebraska,,2020-03-11,9.0,14.0,65.0,8.0,-4.0,0.0
149611,US,United States,Nebraska,,2020-03-12,8.0,23.0,34.0,8.0,-7.0,2.0
149612,US,United States,Nebraska,,2020-03-13,3.0,32.0,16.0,2.0,-11.0,3.0
149613,US,United States,Nebraska,,2020-03-14,-17.0,5.0,-25.0,-10.0,-6.0,7.0
149614,US,United States,Nebraska,,2020-03-15,-12.0,10.0,-20.0,-5.0,-2.0,4.0
149615,US,United States,Nebraska,,2020-03-16,-5.0,29.0,8.0,-4.0,-14.0,7.0
149616,US,United States,Nebraska,,2020-03-17,-17.0,17.0,29.0,-1.0,-20.0,10.0
149617,US,United States,Nebraska,,2020-03-18,-22.0,14.0,17.0,-8.0,-24.0,11.0
149618,US,United States,Nebraska,,2020-03-19,-33.0,0.0,-15.0,-22.0,-28.0,15.0
149619,US,United States,Nebraska,,2020-03-20,-33.0,4.0,-15.0,-18.0,-29.0,16.0
149620,US,United States,Nebraska,,2020-03-21,-38.0,0.0,15.0,-9.0,-14.0,11.0
149621,US,United States,Nebraska,,2020-03-22,-40.0,-11.0,-4.0,-21.0,-22.0,9.0
149622,US,United States,Nebraska,,2020-03-23,-30.0,-4.0,29.0,-17.0,-31.0,13.0
149623,US,United States,Nebraska,,2020-03-24,-32.0,-8.0,69.0,-14.0,-33.0,15.0
149624,US,United States,Nebraska,,2020-03-25,-30.0,-5.0,77.0,-13.0,-34.0,14.0
149625,US,United States,Nebraska,,2020-03-26,-34.0,-10.0,37.0,-15.0,-35.0,16.0
149626,US,United States,Nebraska,,2020-03-27,-34.0,-6.0,17.0,-19.0,-34.0,17.0
149627,US,United States,Nebraska,,2020-03-28,-44.0,-13.0,-18.0,-24.0,-21.0,13.0
149628,US,United States,Nebraska,,2020-03-29,-34.0,-9.0,109.0,-18.0,-24.0,8.0
149629,US,United States,Nebraska,,2020-03-30,-30.0,-8.0,83.0,-18.0,-35.0,14.0
149630,US,United States,Nebraska,,2020-03-31,-29.0,-7.0,99.0,-13.0,-37.0,15.0
149631,US,United States,Nebraska,,2020-04-01,-27.0,2.0,98.0,-13.0,-38.0,15.0
149632,US,United States,Nebraska,,2020-04-02,-40.0,-9.0,-2.0,-22.0,-39.0,19.0
149633,US,United States,Nebraska,,2020-04-03,-40.0,-7.0,-23.0,-26.0,-39.0,20.0
149634,US,United States,Nebraska,,2020-04-04,-43.0,-5.0,13.0,-22.0,-24.0,13.0
149635,US,United States,Nebraska,,2020-04-05,-40.0,-8.0,56.0,-25.0,-27.0,9.0
149636,US,United States,Nebraska,,2020-04-06,-33.0,-6.0,75.0,-21.0,-38.0,15.0
149637,US,United States,Nebraska,,2020-04-07,-31.0,-5.0,128.0,-15.0,-41.0,16.0
149638,US,United States,Nebraska,,2020-04-08,-33.0,-3.0,55.0,-20.0,-41.0,16.0
149639,US,United States,Nebraska,,2020-04-09,-36.0,-7.0,16.0,-22.0,-41.0,18.0
149640,US,United States,Nebraska,,2020-04-10,-34.0,1.0,33.0,-21.0,-45.0,19.0
149641,US,United States,Nebraska,,2020-04-11,-39.0,4.0,52.0,-21.0,-29.0,11.0
152274,US,United States,Nevada,,2020-02-15,3.0,2.0,8.0,2.0,-2.0,0.0
152275,US,United States,Nevada,,2020-02-16,6.0,3.0,36.0,1.0,0.0,-1.0
152276,US,United States,Nevada,,2020-02-17,5.0,0.0,31.0,-2.0,-28.0,6.0
152277,US,United States,Nevada,,2020-02-18,2.0,1.0,6.0,4.0,1.0,0.0
152278,US,United States,Nevada,,2020-02-19,1.0,1.0,11.0,8.0,1.0,0.0
152279,US,United States,Nevada,,2020-02-20,4.0,1.0,8.0,4.0,1.0,0.0
152280,US,United States,Nevada,,2020-02-21,2.0,2.0,13.0,2.0,1.0,0.0
152281,US,United States,Nevada,,2020-02-22,0.0,-3.0,-12.0,-2.0,-2.0,1.0
152282,US,United States,Nevada,,2020-02-23,5.0,4.0,27.0,5.0,0.0,-1.0
152283,US,United States,Nevada,,2020-02-24,3.0,3.0,14.0,4.0,3.0,0.0
152284,US,United States,Nevada,,2020-02-25,5.0,3.0,6.0,2.0,-2.0,1.0
152285,US,United States,Nevada,,2020-02-26,9.0,6.0,12.0,6.0,2.0,-1.0
152286,US,United States,Nevada,,2020-02-27,8.0,5.0,12.0,5.0,1.0,-1.0
152287,US,United States,Nevada,,2020-02-28,6.0,4.0,12.0,2.0,2.0,-1.0
152288,US,United States,Nevada,,2020-02-29,7.0,6.0,4.0,4.0,0.0,-1.0
152289,US,United States,Nevada,,2020-03-01,7.0,4.0,3.0,0.0,-1.0,0.0
152290,US,United States,Nevada,,2020-03-02,6.0,7.0,1.0,-1.0,3.0,0.0
152291,US,United States,Nevada,,2020-03-03,9.0,11.0,9.0,-1.0,2.0,-1.0
152292,US,United States,Nevada,,2020-03-04,7.0,9.0,14.0,4.0,1.0,-1.0
152293,US,United States,Nevada,,2020-03-05,6.0,10.0,13.0,1.0,1.0,-1.0
152294,US,United States,Nevada,,2020-03-06,3.0,7.0,14.0,-2.0,2.0,0.0
152295,US,United States,Nevada,,2020-03-07,2.0,5.0,0.0,0.0,0.0,0.0
152296,US,United States,Nevada,,2020-03-08,4.0,7.0,22.0,0.0,0.0,0.0
152297,US,United States,Nevada,,2020-03-09,4.0,8.0,15.0,0.0,-7.0,1.0
152298,US,United States,Nevada,,2020-03-10,2.0,7.0,-5.0,-6.0,-1.0,1.0
152299,US,United States,Nevada,,2020-03-11,5.0,11.0,11.0,-1.0,0.0,1.0
152300,US,United States,Nevada,,2020-03-12,2.0,13.0,-3.0,-8.0,-1.0,1.0
152301,US,United States,Nevada,,2020-03-13,1.0,24.0,-8.0,-11.0,-4.0,3.0
152302,US,United States,Nevada,,2020-03-14,-6.0,22.0,-19.0,-9.0,-5.0,3.0
152303,US,United States,Nevada,,2020-03-15,-6.0,21.0,-2.0,-17.0,-7.0,3.0
152304,US,United States,Nevada,,2020-03-16,-5.0,28.0,-14.0,-19.0,-20.0,7.0
152305,US,United States,Nevada,,2020-03-17,-12.0,21.0,-25.0,-23.0,-26.0,9.0
152306,US,United States,Nevada,,2020-03-18,-27.0,12.0,-36.0,-29.0,-36.0,14.0
152307,US,United States,Nevada,,2020-03-19,-36.0,-2.0,-39.0,-45.0,-43.0,17.0
152308,US,United States,Nevada,,2020-03-20,-38.0,-3.0,-42.0,-49.0,-45.0,20.0
152309,US,United States,Nevada,,2020-03-21,-46.0,-13.0,-41.0,-48.0,-46.0,15.0
152310,US,United States,Nevada,,2020-03-22,-46.0,-19.0,-24.0,-57.0,-49.0,13.0
152311,US,United States,Nevada,,2020-03-23,-41.0,-16.0,-37.0,-54.0,-48.0,18.0
152312,US,United States,Nevada,,2020-03-24,-40.0,-14.0,-36.0,-51.0,-50.0,19.0
152313,US,United States,Nevada,,2020-03-25,-41.0,-15.0,-42.0,-51.0,-51.0,20.0
152314,US,United States,Nevada,,2020-03-26,-42.0,-16.0,-43.0,-56.0,-51.0,21.0
152315,US,United States,Nevada,,2020-03-27,-43.0,-17.0,-44.0,-57.0,-52.0,22.0
152316,US,United States,Nevada,,2020-03-28,-47.0,-19.0,-49.0,-54.0,-50.0,16.0
152317,US,United States,Nevada,,2020-03-29,-47.0,-23.0,-38.0,-62.0,-52.0,14.0
152318,US,United States,Nevada,,2020-03-30,-40.0,-16.0,-29.0,-56.0,-51.0,18.0
152319,US,United States,Nevada,,2020-03-31,-37.0,-12.0,-28.0,-51.0,-52.0,19.0
152320,US,United States,Nevada,,2020-04-01,-37.0,-7.0,-29.0,-50.0,-52.0,20.0
152321,US,United States,Nevada,,2020-04-02,-40.0,-12.0,-36.0,-57.0,-54.0,21.0
152322,US,United States,Nevada,,2020-04-03,-41.0,-12.0,-37.0,-57.0,-53.0,22.0
152323,US,United States,Nevada,,2020-04-04,-48.0,-16.0,-53.0,-57.0,-53.0,17.0
152324,US,United States,Nevada,,2020-04-05,-49.0,-22.0,-46.0,-64.0,-55.0,15.0
152325,US,United States,Nevada,,2020-04-06,-43.0,-18.0,-46.0,-59.0,-54.0,20.0
152326,US,United States,Nevada,,2020-04-07,-42.0,-17.0,-41.0,-55.0,-55.0,21.0
152327,US,United States,Nevada,,2020-04-08,-43.0,-16.0,-42.0,-54.0,-55.0,21.0
152328,US,United States,Nevada,,2020-04-09,-43.0,-17.0,-45.0,-57.0,-56.0,22.0
152329,US,United States,Nevada,,2020-04-10,-44.0,-16.0,-44.0,-59.0,-56.0,24.0
152330,US,United States,Nevada,,2020-04-11,-45.0,-13.0,-43.0,-55.0,-53.0,16.0
153037,US,United States,New Hampshire,,2020-02-15,3.0,-2.0,6.0,18.0,2.0,0.0
153038,US,United States,New Hampshire,,2020-02-16,10.0,0.0,21.0,11.0,4.0,-1.0
153039,US,United States,New Hampshire,,2020-02-17,21.0,8.0,55.0,13.0,-21.0,5.0
153040,US,United States,New Hampshire,,2020-02-18,-12.0,-11.0,-6.0,12.0,-1.0,3.0
153041,US,United States,New Hampshire,,2020-02-19,7.0,2.0,10.0,15.0,0.0,1.0
153042,US,United States,New Hampshire,,2020-02-20,7.0,2.0,16.0,17.0,3.0,0.0
153043,US,United States,New Hampshire,,2020-02-21,1.0,-3.0,9.0,12.0,1.0,1.0
153044,US,United States,New Hampshire,,2020-02-22,4.0,-3.0,39.0,27.0,3.0,-1.0
153045,US,United States,New Hampshire,,2020-02-23,6.0,-2.0,40.0,28.0,4.0,-2.0
153046,US,United States,New Hampshire,,2020-02-24,5.0,-2.0,58.0,13.0,-9.0,1.0
153047,US,United States,New Hampshire,,2020-02-25,4.0,-3.0,14.0,10.0,-10.0,1.0
153048,US,United States,New Hampshire,,2020-02-26,8.0,1.0,-1.0,6.0,-10.0,1.0
153049,US,United States,New Hampshire,,2020-02-27,1.0,-7.0,-6.0,5.0,-11.0,3.0
153050,US,United States,New Hampshire,,2020-02-28,2.0,-2.0,5.0,4.0,-10.0,2.0
153051,US,United States,New Hampshire,,2020-02-29,4.0,-2.0,8.0,13.0,1.0,-2.0
153052,US,United States,New Hampshire,,2020-03-01,10.0,3.0,-10.0,23.0,3.0,-1.0
153053,US,United States,New Hampshire,,2020-03-02,6.0,3.0,11.0,9.0,3.0,-1.0
153054,US,United States,New Hampshire,,2020-03-03,8.0,6.0,43.0,16.0,2.0,-1.0
153055,US,United States,New Hampshire,,2020-03-04,5.0,2.0,-4.0,7.0,2.0,0.0
153056,US,United States,New Hampshire,,2020-03-05,6.0,7.0,25.0,8.0,4.0,0.0
153057,US,United States,New Hampshire,,2020-03-06,1.0,-1.0,3.0,3.0,3.0,1.0
153058,US,United States,New Hampshire,,2020-03-07,7.0,2.0,15.0,9.0,4.0,-1.0
153059,US,United States,New Hampshire,,2020-03-08,9.0,3.0,45.0,20.0,3.0,-1.0
153060,US,United States,New Hampshire,,2020-03-09,9.0,6.0,97.0,7.0,2.0,-1.0
153061,US,United States,New Hampshire,,2020-03-10,8.0,6.0,31.0,5.0,-1.0,1.0
153062,US,United States,New Hampshire,,2020-03-11,7.0,9.0,13.0,4.0,0.0,1.0
153063,US,United States,New Hampshire,,2020-03-12,7.0,30.0,12.0,2.0,1.0,1.0
153064,US,United States,New Hampshire,,2020-03-13,-1.0,31.0,-23.0,-13.0,-3.0,4.0
153065,US,United States,New Hampshire,,2020-03-14,-5.0,20.0,23.0,-4.0,0.0,2.0
153066,US,United States,New Hampshire,,2020-03-15,-6.0,10.0,24.0,-7.0,-3.0,3.0
153067,US,United States,New Hampshire,,2020-03-16,-1.0,28.0,22.0,-11.0,-16.0,7.0
153068,US,United States,New Hampshire,,2020-03-17,-22.0,17.0,-12.0,-14.0,-25.0,12.0
153069,US,United States,New Hampshire,,2020-03-18,-23.0,15.0,61.0,-17.0,-29.0,13.0
153070,US,United States,New Hampshire,,2020-03-19,-33.0,6.0,-24.0,-30.0,-32.0,17.0
153071,US,United States,New Hampshire,,2020-03-20,-33.0,13.0,11.0,-37.0,-34.0,18.0
153072,US,United States,New Hampshire,,2020-03-21,-39.0,-2.0,37.0,-31.0,-24.0,11.0
153073,US,United States,New Hampshire,,2020-03-22,-41.0,-15.0,32.0,-38.0,-28.0,9.0
153074,US,United States,New Hampshire,,2020-03-23,-38.0,-10.0,-18.0,-38.0,-39.0,17.0
153075,US,United States,New Hampshire,,2020-03-24,-42.0,-16.0,-7.0,-36.0,-45.0,21.0
153076,US,United States,New Hampshire,,2020-03-25,-38.0,-9.0,-5.0,-36.0,-43.0,20.0
153077,US,United States,New Hampshire,,2020-03-26,-34.0,-2.0,60.0,-36.0,-43.0,19.0
153078,US,United States,New Hampshire,,2020-03-27,-37.0,-6.0,44.0,-47.0,-42.0,20.0
153079,US,United States,New Hampshire,,2020-03-28,-51.0,-22.0,25.0,-49.0,-34.0,13.0
153080,US,United States,New Hampshire,,2020-03-29,-58.0,-35.0,-63.0,-63.0,-38.0,13.0
153081,US,United States,New Hampshire,,2020-03-30,-43.0,-21.0,-26.0,-50.0,-46.0,20.0
153082,US,United States,New Hampshire,,2020-03-31,-39.0,-13.0,30.0,-41.0,-47.0,20.0
153083,US,United States,New Hampshire,,2020-04-01,-39.0,-12.0,9.0,-41.0,-48.0,21.0
153084,US,United States,New Hampshire,,2020-04-02,-44.0,-16.0,-28.0,-50.0,-48.0,23.0
153085,US,United States,New Hampshire,,2020-04-03,-47.0,-16.0,-39.0,-58.0,-48.0,25.0
153086,US,United States,New Hampshire,,2020-04-04,-48.0,-21.0,18.0,-49.0,-36.0,14.0
153087,US,United States,New Hampshire,,2020-04-05,-48.0,-26.0,15.0,-57.0,-37.0,11.0
153088,US,United States,New Hampshire,,2020-04-06,-36.0,-16.0,74.0,-46.0,-48.0,19.0
153089,US,United States,New Hampshire,,2020-04-07,-38.0,-14.0,63.0,-42.0,-49.0,20.0
153090,US,United States,New Hampshire,,2020-04-08,-40.0,-16.0,17.0,-46.0,-50.0,22.0
153091,US,United States,New Hampshire,,2020-04-09,-47.0,-21.0,-31.0,-53.0,-50.0,24.0
153092,US,United States,New Hampshire,,2020-04-10,-43.0,-12.0,-20.0,-58.0,-51.0,25.0
153093,US,United States,New Hampshire,,2020-04-11,-42.0,-7.0,4.0,-51.0,-37.0,13.0
153664,US,United States,New Jersey,,2020-02-15,3.0,-3.0,5.0,2.0,1.0,0.0
153665,US,United States,New Jersey,,2020-02-16,4.0,-4.0,20.0,0.0,0.0,0.0
153666,US,United States,New Jersey,,2020-02-17,14.0,1.0,63.0,-15.0,-36.0,8.0
153667,US,United States,New Jersey,,2020-02-18,1.0,0.0,5.0,2.0,-1.0,1.0
153668,US,United States,New Jersey,,2020-02-19,2.0,0.0,16.0,2.0,1.0,0.0
153669,US,United States,New Jersey,,2020-02-20,1.0,-1.0,2.0,1.0,0.0,0.0
153670,US,United States,New Jersey,,2020-02-21,-1.0,-3.0,-2.0,0.0,2.0,1.0
153671,US,United States,New Jersey,,2020-02-22,7.0,1.0,59.0,6.0,4.0,-1.0
153672,US,United States,New Jersey,,2020-02-23,6.0,2.0,104.0,5.0,2.0,-1.0
153673,US,United States,New Jersey,,2020-02-24,1.0,0.0,46.0,1.0,3.0,0.0
153674,US,United States,New Jersey,,2020-02-25,-1.0,-3.0,-9.0,-1.0,2.0,0.0
153675,US,United States,New Jersey,,2020-02-26,3.0,1.0,0.0,2.0,2.0,0.0
153676,US,United States,New Jersey,,2020-02-27,2.0,1.0,2.0,2.0,1.0,0.0
153677,US,United States,New Jersey,,2020-02-28,2.0,1.0,2.0,2.0,3.0,0.0
153678,US,United States,New Jersey,,2020-02-29,7.0,2.0,9.0,2.0,4.0,-1.0
153679,US,United States,New Jersey,,2020-03-01,8.0,4.0,28.0,3.0,2.0,-1.0
153680,US,United States,New Jersey,,2020-03-02,6.0,5.0,53.0,1.0,3.0,-1.0
153681,US,United States,New Jersey,,2020-03-03,4.0,6.0,10.0,2.0,3.0,0.0
153682,US,United States,New Jersey,,2020-03-04,8.0,7.0,36.0,2.0,2.0,-1.0
153683,US,United States,New Jersey,,2020-03-05,7.0,9.0,39.0,3.0,2.0,-1.0
153684,US,United States,New Jersey,,2020-03-06,-2.0,0.0,-6.0,-3.0,2.0,2.0
153685,US,United States,New Jersey,,2020-03-07,9.0,9.0,45.0,2.0,6.0,-1.0
153686,US,United States,New Jersey,,2020-03-08,8.0,6.0,116.0,2.0,2.0,0.0
153687,US,United States,New Jersey,,2020-03-09,8.0,8.0,121.0,-4.0,1.0,0.0
153688,US,United States,New Jersey,,2020-03-10,5.0,10.0,34.0,-7.0,-2.0,1.0
153689,US,United States,New Jersey,,2020-03-11,6.0,12.0,48.0,-8.0,-3.0,1.0
153690,US,United States,New Jersey,,2020-03-12,5.0,25.0,19.0,-14.0,-5.0,3.0
153691,US,United States,New Jersey,,2020-03-13,-1.0,27.0,39.0,-20.0,-9.0,6.0
153692,US,United States,New Jersey,,2020-03-14,-7.0,16.0,87.0,-16.0,-2.0,4.0
153693,US,United States,New Jersey,,2020-03-15,-14.0,6.0,79.0,-24.0,-8.0,5.0
153694,US,United States,New Jersey,,2020-03-16,-10.0,18.0,9.0,-35.0,-25.0,11.0
153695,US,United States,New Jersey,,2020-03-17,-27.0,4.0,9.0,-41.0,-35.0,16.0
153696,US,United States,New Jersey,,2020-03-18,-30.0,1.0,46.0,-43.0,-39.0,17.0
153697,US,United States,New Jersey,,2020-03-19,-35.0,-3.0,0.0,-50.0,-43.0,21.0
153698,US,United States,New Jersey,,2020-03-20,-35.0,4.0,51.0,-49.0,-44.0,21.0
153699,US,United States,New Jersey,,2020-03-21,-42.0,-1.0,51.0,-48.0,-30.0,14.0
153700,US,United States,New Jersey,,2020-03-22,-57.0,-31.0,-3.0,-61.0,-38.0,15.0
153701,US,United States,New Jersey,,2020-03-23,-56.0,-34.0,-55.0,-67.0,-55.0,26.0
153702,US,United States,New Jersey,,2020-03-24,-46.0,-18.0,32.0,-60.0,-55.0,24.0
153703,US,United States,New Jersey,,2020-03-25,-51.0,-27.0,-32.0,-65.0,-57.0,27.0
153704,US,United States,New Jersey,,2020-03-26,-46.0,-19.0,52.0,-62.0,-57.0,26.0
153705,US,United States,New Jersey,,2020-03-27,-48.0,-21.0,42.0,-63.0,-56.0,27.0
153706,US,United States,New Jersey,,2020-03-28,-59.0,-32.0,-47.0,-67.0,-44.0,19.0
153707,US,United States,New Jersey,,2020-03-29,-59.0,-33.0,-36.0,-70.0,-44.0,16.0
153708,US,United States,New Jersey,,2020-03-30,-49.0,-25.0,-11.0,-66.0,-58.0,26.0
153709,US,United States,New Jersey,,2020-03-31,-49.0,-24.0,-21.0,-67.0,-60.0,27.0
153710,US,United States,New Jersey,,2020-04-01,-47.0,-21.0,13.0,-65.0,-60.0,27.0
153711,US,United States,New Jersey,,2020-04-02,-51.0,-15.0,3.0,-67.0,-61.0,28.0
153712,US,United States,New Jersey,,2020-04-03,-62.0,0.0,-30.0,-67.0,-60.0,30.0
153713,US,United States,New Jersey,,2020-04-04,-64.0,-2.0,21.0,-62.0,-45.0,18.0
153714,US,United States,New Jersey,,2020-04-05,-66.0,-11.0,26.0,-67.0,-45.0,16.0
153715,US,United States,New Jersey,,2020-04-06,-58.0,-2.0,38.0,-65.0,-61.0,26.0
153716,US,United States,New Jersey,,2020-04-07,-57.0,-5.0,22.0,-66.0,-62.0,27.0
153717,US,United States,New Jersey,,2020-04-08,-58.0,-7.0,-10.0,-67.0,-63.0,28.0
153718,US,United States,New Jersey,,2020-04-09,-61.0,-8.0,-34.0,-70.0,-64.0,30.0
153719,US,United States,New Jersey,,2020-04-10,-62.0,-8.0,-43.0,-72.0,-68.0,33.0
153720,US,United States,New Jersey,,2020-04-11,-61.0,-3.0,-12.0,-65.0,-47.0,18.0
154918,US,United States,New Mexico,,2020-02-15,5.0,8.0,21.0,2.0,0.0,-1.0
154919,US,United States,New Mexico,,2020-02-16,10.0,9.0,33.0,7.0,1.0,-1.0
154920,US,United States,New Mexico,,2020-02-17,8.0,6.0,35.0,7.0,-26.0,4.0
154921,US,United States,New Mexico,,2020-02-18,4.0,6.0,15.0,4.0,3.0,-1.0
154922,US,United States,New Mexico,,2020-02-19,2.0,4.0,5.0,3.0,3.0,0.0
154923,US,United States,New Mexico,,2020-02-20,4.0,4.0,8.0,5.0,1.0,0.0
154924,US,United States,New Mexico,,2020-02-21,3.0,6.0,0.0,3.0,5.0,-1.0
154925,US,United States,New Mexico,,2020-02-22,2.0,3.0,-9.0,-1.0,0.0,0.0
154926,US,United States,New Mexico,,2020-02-23,2.0,1.0,-25.0,1.0,1.0,1.0
154927,US,United States,New Mexico,,2020-02-24,4.0,5.0,9.0,5.0,3.0,-1.0
154928,US,United States,New Mexico,,2020-02-25,4.0,3.0,-3.0,4.0,3.0,0.0
154929,US,United States,New Mexico,,2020-02-26,12.0,9.0,6.0,6.0,3.0,-1.0
154930,US,United States,New Mexico,,2020-02-27,13.0,10.0,24.0,11.0,1.0,-1.0
154931,US,United States,New Mexico,,2020-02-28,12.0,14.0,15.0,9.0,5.0,-3.0
154932,US,United States,New Mexico,,2020-02-29,12.0,13.0,26.0,7.0,3.0,-3.0
154933,US,United States,New Mexico,,2020-03-01,17.0,15.0,17.0,11.0,4.0,-2.0
154934,US,United States,New Mexico,,2020-03-02,12.0,13.0,19.0,9.0,4.0,-2.0
154935,US,United States,New Mexico,,2020-03-03,14.0,15.0,11.0,8.0,3.0,-1.0
154936,US,United States,New Mexico,,2020-03-04,13.0,13.0,20.0,7.0,3.0,-1.0
154937,US,United States,New Mexico,,2020-03-05,12.0,13.0,32.0,8.0,2.0,-1.0
154938,US,United States,New Mexico,,2020-03-06,8.0,12.0,21.0,8.0,5.0,-2.0
154939,US,United States,New Mexico,,2020-03-07,10.0,14.0,37.0,12.0,3.0,-3.0
154940,US,United States,New Mexico,,2020-03-08,9.0,9.0,-4.0,9.0,2.0,0.0
154941,US,United States,New Mexico,,2020-03-09,12.0,15.0,47.0,10.0,2.0,-2.0
154942,US,United States,New Mexico,,2020-03-10,12.0,14.0,35.0,9.0,1.0,-1.0
154943,US,United States,New Mexico,,2020-03-11,12.0,21.0,30.0,8.0,1.0,-1.0
154944,US,United States,New Mexico,,2020-03-12,13.0,37.0,28.0,10.0,-4.0,0.0
154945,US,United States,New Mexico,,2020-03-13,1.0,39.0,-13.0,3.0,-6.0,3.0
